text,tag
Tu vaha ki bhid to dekh hi raha hai prr tu hamari sosyal ki bhid.bhi  dekh saale,NAG
"Bol to aise rha jaose chand pe iska studio h, jamin me jaega ye sach dikhane .  Bada aaya sach dikhane wala",NAG
Ripotar sahb ap apne ghar jaiye kyuki ye tikat ko ab khi koi jagh nhi to ab ye bodar pr hi theek or achhe h janta ne enhe bhout phle nkar diya,NAG
Are dire bol yards teri tati nikal jaygi hhhaaa  kisan ka lauda parade jake sale chutye,OAG
Bhai tum bahar se hi video banao andar jakar to nahi bana sakte hainna,NAG
"Kutte bhonk mat tune kush nahi dekha,dekha toh bs kisaan ekta ki taqat,jo apki gand se December ke mahine me b pasine chudwa rahi hai,",OAG
Galli dene ka man kerta hea lakin Punjabi ho chod deta ho mager savidan ka galat istmal to sidi taker,CAG
Itne gale kabhe be medeya valo ko nahe mile hogi jitne ab mil rahe hai,NAG
Kutta bhonkda bahut aa ghr ja k v eda he bhonkda k gharwali kol pooch  morh lainda,CAG
Republic Bharat ke news wale main aapko 10 kattha jameen deta hun usmein aap kheti karke dikhaiye kitna Paisa lagta hai tu kitni upaj hoti hai uske bad aap bech ke dikhaiye main aapko man jaunga aap ka lagaya kaisa bada hai ki aapki upvas badi hai aur aapane munafa kitna kam hai uske bad kisanon ke bare mein bolna bura Lage to maaf karna sahi Lage ek bar aakar kheti karke try karna aapko maloom chal jaega,NAG
"Fake news chla ke , propoganda plant krne se kya hoga sachai ka samna kro godi media tumhare baap delhi mein baithe rhenge",CAG
Ram Jhula Tari Pati Videsh bhabhi mukadme Jari hoge bahanchod Ab To Sudhar jao Shadow Desh Mein 2 tarikh ko mukadme Road Sukhi rahe ho Tamil police khinch kar le ja re bolo filmi dialogue,OAG
ਓ gandu modi ki baat k abb logo pe asar khatam ho rehe he.. Log ab modi k jhooth pe jhooth sun sun kr pak chuke aa.. Tu v ab kutte bokhena band kr..,OAG
Yeah sala vaha giya hai jaha log angrejo k jamne k hai  Jata singo border bhagat singh yaad aa jana tha,CAG
"Bas kro, etna partial tu mat ho or modhi bhakat mat banno, ke bache bache ko samajh a jaye ke tumhara propaganda kya hai",NAG
Aaj ke kai sal pahale chudhari charan sing ne kaya bola tha aam janata se jis din midiya hamari badai karegi to tum janta log samgh jao ki midiya mere andar me aur midiya hamse bik chuki hai to wahi hal hai tu modi ka kutta ban ke bhok jitani bhokana hai sab logo ko pata hai,CAG
in salo ko studio me band kar ke inka khana band karo phir dekho kab tak modhi ki tarif  karte hain,CAG
Apni maa ki b interview dikha jo kehti ha ki modi ek raat ghar aya tha hmare or 9 months baad ye paida hogya tbi apne baap ka sath de rha ha,CAG
Kya bihar ke kisano ka fasal sarkar kharidari hain matra 6 % hi kisano ka hi fasal kharidari hain,NAG
Chal chutiya gao m aake dekh ye Saab aate jate hai andolan se uthenge sab ek Saath,CAG
Abe gandu ye puch k sarkar apni jid chodegi ya nahi scool me cori   Karke paas huva he pakka,OAG
Paterkar  kis bana diya tope ko bolena  wi nahi ata  gohdi  modi ke dalle hai sab midea,CAG
Nateeze da te pata nhi. Teri tatti jarur nikal jaani hai jive tu kell raya hain .,CAG
Tu rista keo nhi ker deta saly .apni sister ka punjab walo ko,CAG
Dogla he Tu r tv Tu kiya gayega Tu to talve chatne jata he kishan ke bich Tu aek bar ja ke dikha jo ushl rh he na vo sharir hedli nikl jayegi dogla r tv na dekhe koy pablik juth ke alva koy  nhi dikhati r tv,CAG
Modi ka Chela apni bakwas band kar Koi Kisan Wapas Nahin a raha hai Uttrakhand se a bhi Kisan chah rahe hain Tujhko Jyada Pata Hai media Bik Gayi Hai Kisan Ekta jindabad Aur Tu apna channel Lekar mere Facebook mein mat Aana,CAG
Bhrrm me to r bhar... Vale hai  k unki calegi lagta he modi g. Tumko 1 1  masroom de kar kush karte honge...,NAG
Are harami kutte tere ko Kisan ka dukh nahin dekhta,CAG
koi fut nahi h ye sale chutiya harmi gode mediya kissano ko marvana chate h lakin hum jukege nahi thakenge nahi jai kissan devta ke jai ho,CAG
Modi ka bhai Ho Gaya vahan jaane ki tarah himmat hai Ni tere mein aaya Na Lage ho kya de raha report,NAG
Abhe ek chithi tu bhi le kar aa ja border per ..langer chaka ker bheje de tere ko..bhi..,NAG
is kutte ko haddi khane ko milati hai na isiliye yah bhonk raha hai,CAG
Bhai tum logon ne patarkarita ko itna gira diya he ke tum sachai bhi dikhaoge na log abh manege nahi.  Aap ne SSR ke kes me logon ko gumrah kya abh log bharosa nahi karte.,NAG
chutea sala tikri bordr pr tera baap jayega udr dikha ja k kitne kisan ha bakchodi kr rha ha sala,CAG
Itni galya bhre sms aa rehe ab to sarm kro bhai,NAG
Duur se hi dikha rahaa hy kuuta Sala pas jayega to gaad todi Jane ka dar Hy ies kuute ko,CAG
Sachh app Singhu  or tikrii border vv dekha dooo,NAG
Tu bete jmin pa na jaeiye kisano k bich koi Teri padjaga kute,CAG
Gala baith Jaega aaram se Kisan Ekta jindabad,NAG
Aajkal kute bahut vonk rahe h kyoki tand jyada ho gai,CAG
"Sallo hraam ki aulaado bacha bacha jaanta hai tumhare shareaam jhooth ko ,,sallo ye jo tumhari koshish hai na honsla kam karne ki bhul jao kutti nasal,,ye sikh koum hai khud dukh mein reh kar duniya kaa pet bhar rahe hai andolan mein bhi pr auna chutiyoo,,har roj lakho ka ikath bhaddta jaa rhaa hai logg judd te ja rahe hai tu keh rhaa haiki kam hoyaa ,seriously main hadd hoti hai hraam pune ki hhi ,,ptaa hai tum tukkde pe pal rahe kutte ho sab jaante hai par baar baar sabit kyu karte ho asli khabar dikhaa di to fatt k hath mein aa jayege ,,har roj kayi kayi hzaar tractor trolly gaddiya jeeps aati hi ja rahai hai ki koi ginti hi nahi ,,abb rakhe ge modi k sirr par juttiya maar maar k ganja krenge aab vo jaali hero ko",OAG
Godi media jhuth kamm bola kr. Ab to kisaan aur aa rahe hain.,NAG
Are bai tumare channel to kisan indolan me ben hai to fir fake news khain se le ate ho choro,NAG
Kutte he tum log republic news vale keyuki tum long tumare mako bejh  kar new chalero question aisai puchre  ho ki kisan galat he bolke tum salle godi media khana to  nahi khathe hoge tum log guuuu khate honge esliye chatthe raho guuuu,CAG
Jai Sri Ram ham Modiji ke sat he,NAG
Singhu border pe ake dkh kitne kissan ha vahan tuje to jute se marenge,NAG
"Tere pet me bahut dard ho raha he bhai,",NAG
Kisano k dusman ho tum log. Isliye desh k dusman h,NAG
Bhai Kisaan ghr jaatey hain ..kapdey dhula kr phir aa jaatey,NAG
Republic Bharat ka pure Desh mein bahishkar karna chahie,NAG
Godi media exposed ho chuka hai ab tum logo ko koi seriously nhi leta,NAG
Balaghat ka sarkar kya karega kisan ko bhi Khush rakhna chahie,NAG
Sale kuti d bucha Modi d palto kuta gadar Chor sala Terry m k chut haram d,OAG
Chutiya salo gehu ugao to pata chalega Haram me khane ko mil jata h esliye bate aati h,CAG
Etna power nahi lagna tha je sleep na gunde dawaa mara,NAG
Godi midiya to kutto ki tarh bhonkna janti h ek bhi Kisan aandolan se km nhi huaa jhoot felana band kro reepablic bhart,CAG
Kisan Aandolan ko todne ki koshish karte ho kutte thokta Hai Bharat aur Jaise patrakaaron per,CAG
Bolna seekh pehle....log pareshaan hai aurvtu apni do taake ki acting dikha raha hai bander...bol kaise raha hai.....zyada mirchi khayi thi jo bawasir ho gayi hai yeh news channel hai ya drama company....ja toh sahi andolan mei ek baar phir boliyo...,CAG
ko,NAG
Godi media singu te Tikri border ja k dekhvo fer pta chlae ga beta dilhi te kis ka kabza ha dfa ho jao juthi midia ki koi jrurat nhi modi de kute,CAG
Thoda kam bhav kutte to godi media ka Banda godi media ka,CAG
Sushant ces me sochte the ki ye canel Shi he tune to kisano ko galt bta kr unka hak ni chin skta,NAG
Be sharm chenal...is chenal ko koi rarq nahi padta isko dalla kaho ya godi media kaho,CAG
Dhang se kisno ke beech jao akal thikane lga denge godi media ki,CAG
Godi aur modi ka aane wale waqt mein hisab hoga aur woh bhi beshumaar hoga... Kisan mazdoor ekta zindabad,NAG
Tum bhi kabhi kisano ke bich hai tumhari aukat pata chal jayege bho Bho arnav ke nati.,CAG
Bs kar godi media,CAG
Hahahaha jo vaps jarhe ha onse bat to kar ke dekh pahle bkvas band kr,CAG
Kisan ko dunu torof lodna por roha hay ek kishi kanoon dusra dalal godi media,CAG
Rajasthan se 2 lakh kisan or aa rhe h tumri gand marnge chori chodo,OAG
News vale chahte kya hai? Kya tum logo ko roti nahi deta kisan? Is dunia me har insan mahenat kar k hi kamata hai or vo un paiso se apna or apne parivar ka pet bharta hai or pet bharne k liye anaj jaruri hota hai,NAG
Kisan Kam nahin hue kisanon ki sankhya aur badh gai hai,NAG
Godi midea modi k chamche kisan to maharastar aur gujrat se       aa rhe  hai.maa chod jhoothe,OAG
Beta tuooo... shatrughan sinha na ban jo awaz bhari nahi to keyon koshish ker rahe ho niche se nikal jayegi chu.....ye baqwas ker raha hai goswami ki najayez aulaad..,CAG
"Mediaa, kisanon,ka, sat, denacahia",NAG
Go sawami Tu bi badli ga ram dev ki Tra pajami kisan dila de ge jaad nani,CAG
Kutta media aje ve nahi samjia ani bejti ho gyi tuhdi hun ta sharm karlo,CAG
kya bat h godi media ka rtv ne sharm uttar rake h shame on  u,CAG
fudu sale tu kab gyaa jhoot bol rhyiaa  hai tare gand may dham  nhi tu jaa k dhka fake news,OAG
Ab kutte  kisan tere chennal walo ko entry hi nahi de rahe he to Tu kya batayega sarkari kisan  sao mar kha kar bhi nahi sudhre,CAG
Harmi KISANO ka beach Keo ne zata door se Galt reporting Kar reaha I Godi media murdAbad,OAG
"Is sajan ko Kya taklif h Bhai, kisan bhaiyo puchho isse aandolan me bulakar....",NAG
Door se bnna Raha hai vedio beech jakr bnna,NAG
Juthi ghbar mat falow godi media tum modi k dalle ho,NAG
Sab se bada jhooth toh tum log dikhte ho bc bhagwan se toh jao tum hari bhi family hai gandu reportero,OAG
Tere ko sel bar ke bhagate Hain sab dukh jaega kisanon ke bich mein sale bikau media,CAG
Abe kutta sarm bech kar pi gaya rtv walo paida hote hi bjp ke karj le liye the kutte,OAG
Yeh Aisa media hai agar inko Modi bole teri bhen ek raat ke liye chahiye paisa lai laina ye osko bhi bhejdenge,OAG
Tum modi ke paltu kutte ho   sirf bhonk sakte ho apne studio main beth kar . Hatto salo dalal media,OAG
"behanchod jhoot bool raha hai. 50 km door hai tu, haram key singhu border ja kay dekh",OAG
Harame pan ki to kami nahi republic walo ko,OAG
Are bhai jhooth to bolo Kisan to badhiya chahie Haryana karo Shamil hoga jab tu,CAG
Fake new dekhne k wajha se he log tumhe apna video nahi dete  Kujh bhi and pushta hai bharat kb real news dekhao ge,CAG
Rakesh Tikat g kmal kr di godi media ko muh tod jwab diye.,NAG
Sara desh bik raha kuch beshrmo ko abi   bi sharm nahi aa rahi,CAG
Kutaya kadi sada kol ai asi fir dasa gha ki huda h kisan,OAG
Repulic bharat Ja ve godi nhi pura ks godi media tere aise aise video nikalege ki sorry sorry bolta firega,CAG
Pehla bakwas mar ke phir mafi mande a .2000 uro ka jarmana thoka btitain ne r bharat te,CAG
Sali media chor chor Hindustan ka media chor hai aur Modi dwara Bika Hua Hai sale Nautanki bad murliya Walo,CAG
Juthi ghbar mat falow godi media tum modi k dalle ho,CAG
Teri tatti mat nikal jaye bhai dheere bol,CAG
Gadhe hi yakeen karange tumhari khabar pe- abbey gadhe,CAG
teri ma ka bhosda tuje anchor kisne banaya,OAG
Kisano ke beech jane kee himat nahi modi ke kutto kee,OAG
Ye r.bharat wahi ghatiya channel h jo hathras m reporting kar raha tha ki rape nhi hua ab cbi ne confirm kiya rape hua h ye dalal media ab kisaan andolan m bhi farzi reporting karte h,CAG
Teri Man ki aankh ko bhul ki jaldi hata le,CAG
Kisan tari gandh lal kar daghi,OAG
Zamein par jane ki himmat nahi tumari agar kabhi jate bhi ho maar khake aate ho maine dekhi hai tumari bahut si video modi ke dallal,CAG
Bhai aap ko to ghussne bhi nahi dere kissan phi kaise gaye andar,NAG
Modi ke kutte bunk jitna bunkna hai tera gale me modi ne patta daal rakha hai,OAG
Ye bhosdi wala anchor isse pahle sadio me joker banta tha kya,OAG
Modi ke kutte a Modi ka dog singu border per tu kya kar raha hai Roti Jyada Dal Diya aapko Modi ka kutta dog,OAG
Kitne kasan kam hoe he k nhi godi media,NAG
Harami kisano k vich  tan jao. Pta jatt akke bahut aa,OAG
Je to tharne ke pahle aur dusre din ki shuting hai singhu border pe R bhart medea aae to ese btaege log km hue ja jada,NAG
Kisan samjdaar hai her border ki ek road khuli ek road band hai kisan aandolan samjdari se aagey badh raha hai our sarkaar ki mushkilein badti hui najar aa rahi hai  EK KISAN,NAG
salo tum kitne bade dramebaaj ho re ..news chod k filmo mein kaam karo...oscar milega,NAG
Tu andonal se vaapas kese aa gya sahibsalamat me to ye soch soch kar heraan hu,NAG
Kheda Lal galat Khabar dikhate Ho,NAG
Tu or tera malik rojana modi ka tatti khate ho or aker TV per usi tatti ki ulti kar dete ho,CAG
Republic bharat godi mediya kuta moda ka vik chuke hai sale,OAG
Bjp ka kisan mil raha modi ko asli kisan bordar par ha     godi godi,NAG
Sun kuta sun jab teri turn aige tuji pata chalaga apani bari ka intjar karna soon,OAG
"abe kutte.. kidhano ko todne ki sazis kar rahe ho.. kabhi bhi nahi hone wala.  kanoon ko wapas lena he padega.   tum log angrej ki aulad , desh drohi ho",OAG
Koi arnav goswami ka num de skta hai yaar mai punjab say hu or mai giri. Goswami hu or bddi baat mai ik khud kisan hu j arnav goswami kya kr reha hai modi k talwe chat reha h os apni biradri ko niche kr reha hai so j drame chodo main khud r tv ka bykat krta hu sala apni bradri ka name khrab kr reha h,NAG
Rakesh ki baat aapko samajh nahi aayi kiya billo ka hal sarkaar karegi kisan nahi our paterkaar ji aap kab tak jhooth bologe aap our sarkaar apni band hui tisri aankh khol lijiye  EK KISAN,NAG
Kisano ke beech kaise memna ban ke achi achi batein kar rha hai aur headlines mai dikha rha hai kisan kam ho gae kise kisan se pucha vha batayega tere ko godi media,NAG
Modi ke kutte r Bharat Sara Din Modi ki chamchagiri mein Lage rahte ho Sara Din jhuthi khabren dikhte Rahte Ho sala Godi media,OAG
"Kisi ek bhi smarthan se baat to ki nhi graund zeero se , khud hi swal kiye or khud hi jwab de raha hai ye gadar mediya ,dur dur se tasvire dikha raha hai",CAG
Jhoot bolna band kar tu bhi Modi ka dalali hai,CAG
Republic bahrat Vale sbse jayda bike hue hai,CAG
Chal ghatia channel ghatia ptarkar bikau  media godi media chor media,CAG
Bhenchod bhur bezati ho gyi teri godi media utar ja ab tractor se,OAG
Hahahaha lagta hai ap kisan log k paa nai gaye..oopss sorry aap ko tu aane nai dere shayed is liye aap ko nai maloom hora .samrthan karne walon say ziyada virodh karne Wale hai ...nai sudhar te tum log godi media..,CAG
App hi kahi jate ho kisan bapis chale gye godi media modi ke kutte,OAG
Abbe  r tv waale tu bht bolta hai ...pehle vv tummne kissano k vaare mein bht glt mlt bolta raha hai ....tu kahi mill jaa ...tujhe humm sikhaye ge kaise hotti hai reporting ....kitna paani maaroge modi k w...... Par ...tere jaise logg   o k Bahar bilkul izzaat nai hoti ..bs office mein baith Kar tv mein boli jaate ho,CAG
Kisano ke dushmano ke pas ek hi bat hai ye Congressi hai khalistani hai Jo apne hak mangta hai use deshdrohi ka tamga de do thu hai esi soch par,CAG
Kisano mein media wale foot dalne ki koshish kar rahe hain,NAG
Abey Chuthiya kuch bhi kahathe thum log.... Kakkas bhi....,CAG
"Kuch sama aisa aaye ga media per aisa law bane ga , bs kuch hi channel Chl paye gain farzi vada sb ktm hoga , Log jagruk ho rhe h",NAG
Are kaha hai foot kisanon me kaun accept kar raha hai kanoon yaha bhi jhoot bach gaya beta  kisi ne Picchwada lal nahi kara tera   Gola lathi tayyar hai bach ke,NAG
Ham jama  reha  ga  jab  tak  teri  maa nahi manti hrami sala,OAG
ptarkaar)......,NAG
Bhonkta rehh drammebaazi kar kar ke..  Acting zaida karni hae tou kisaano ke paas ja ke interview le..  Saari acting aur dramebaazi nikal jaye ge,CAG
Fuddu sala singhu border ta ja laga ju pta  tatti sala godi media,CAG
"O dallalo, rtv walo haramio kuch to sharm kro kutto gobar khaoge kya jab kissan nhi rahega, kutto apne zameer ko jagao, arey dallo godi media mat bno sahi  kam ka sath do in choro ka nhi",OAG
Bahan k lode kutte hamara paida kiya hua anaaj khana chood de modi k talve chaat k bhuukh mita k dikhaa,OAG
Kisan to apna Kanoon wapas laane ke liye Kala Kanoon bol rahe hain to Kisan to Ambani ke ghar to nahin mang rahe hain Modi ka plane nahin mang rahe hain tajmahal to nahin mang rahe Kisan sirf apna hak ki ladai ladne Tum to kar patrakaar kab tak sudhroge narak mein jagah Tum log direct dekhna,CAG
Aab ye kutta v bhokne laga hai bhaiyo gale me patta dalo iske,OAG
Door se kyu bol reha hai Kisaano ke paas se baat karo jaa kar,NAG
Aise apne bajti mashus he nhi hote tum insan nhi ho,NAG
Jo tambu road se hatke lage huye hai unko bhi dikhao kisan kahi nahi gia kisano ki sankhya badd rahi hai aap bhi kisano ka sath do to badia hoga anyatha aapka haal bhi manda hone wala hai,NAG
Gaand main dam tha to andolan se door jakar kioun bola apne kisi baap ke paas kharha hokar bolta,OAG
chal ghatia channel ghatia ptarkar bikau  media godi media chor media,CAG
Koi bhi nqhi Aya .. uni k agent ko kisan bna kr meeting kr di.. salo sudher jao bikau midiaya ..  dlalo ..Kyu desh ko ghulam bnane pr tule hoye ho..,CAG
BJP is dalalo aab bus bhi karo...thode sharam kar lo agar bache hai toh...,CAG
U ban k lund ka te traning leke aaya hai ban k lund apne baap ko smja modi ko jo kidsano k saat glt ho ra hai unka badwa hai tu ban k lund deshdrohi Republic channel wale dale badwe,OAG
sale kyun bakwaas krte ho aa dubara aa tumko dikhate hain sach,CAG
teri behan ko lene aye hai behnchod modi k dogle kutte republic media wale,OAG
ye sala kon ho ta he jo kanun bna ne wale kisano ne to nhi kaha tha hme kanun bna do sale Ambani ka paltu kuta  chor sala desh ko barbad kr diya  ne  Ambani or Adani  k paltu,CAG
Salo dallo tumse kisan bat hi nhi karta,CAG
bhadkhau midia salo biwiyon ki dalali khao dhande pe bithake desh ko gumrah mat karo godi midia,CAG
Ehh sale ohh Road dikha Rhe jo delhi ke ander ha bordar ke upar ja ke boll saleya godi Media madar  chod..chutiya sale....,OAG
Tum to draa rahe ho bhai ..aise kaise bolte ho .,NAG
Godi media jitna marji joar laga lo janta jaag  chuki he abb,NAG
Godi media ke news channels dekhne se hai cartoon dekh lo,NAG
"Arae harami kutte ,harami kutte k pille ,harami dalal , harami bhadwe, you are a worse dog of worse nasal , so don't bark ,",OAG
Anchor Nahin Tu Joker hai Chaman Chu,NAG
Tumare jrur tha glat femi bharmaneka kisan gya bhadme apne jeb kisan bhar nhi skta sasak pax chahiye,CAG
Bejti proof abhi kl hi 20000 pond jurmana hoia u k mei jhoothi khabren failane ke liye aur ye besharm ab bhi gandi jaban ko rok nhi pa rha.........,CAG
Tara baap kam nahi hua or aa raha hai up sa jaha pa tara jeja g police wala rok raha hai,CAG
Kuta tune bhi angreji cost paya hai  Aag laga de isme,OAG
Jay channel Modi ki kutto ka hai isme Jo reporter hai aur enka Malik Ve kutta hai inone Sahi report dikhana nahi hai Kabhi ve,OAG
Samarthan valo ko bhi 25din andolan me bithao pata to chale asli kisaan hai ki nhi,NAG
Maharastra me tumhari kutai ko dekh kar lagta tha ke galat hua par   aab lagta hai ye channal bhi party ka hai  bjp,CAG
Tumko to waha se lat Mar KE bhaga Diya tha  Video dekha tha chor tera,CAG
Sale jmeen par ja ke tume jute hi milte khane ko,CAG
Sale sur tu aek bar hamare sath gaddi pe chal teri gand mar 2 ke tuze bonkne ke layk nahi chode ge,OAG
Yah to BJP ka no  one chmcha chanal hay esiliya police pari thi  enkii debate ekdam bakbas news 24 say sikho kasaa hoti debate,CAG
"Un Punjab ke logo ko malum nhi tha kee tum bharat republic se ho,an unho ne dekh liya hoga ager dobara gya to juttay maar maar ke sir par ek baal nhi rehne degay,",CAG
Studio mein to ya sher banta hai kisano k vich dekh kitne pyar sey bat kar raha hai..kutta bana hua hai..yahi asliyat hai is ki,CAG
Kitna jhooth bolte ho yaar aap log thori to sharm karoo yaar uper ja kar bhagwan ko kya jawab doge,CAG
Are ab tu v marega sale godi media sabh jhuth kyu keh raha hai....paise khao media,OAG
Republic walo ko jute maar k nikal diya bahar kia ghanta pta aapko Aapke fufa andolankari aur jyada aa rahe hai  Kis dunia mein jee rahe ho be,CAG
Kutty kisanon me ask modi ka andoln na dkhwo,OAG
Tu mt pahuch jana ni to jaise tere repoter ko gher liya the tuje to wahi baitha lege ane bhi ni dege,CAG
Salee r bharat wale sudhar ja kisano ke bare mai galat baat mat kariye,CAG
Are chutiaa Jo muradabad se as rhe o tere bap keo aa the hi,OAG
"Tum log yaar news anchoring chor ke daily soap me kam kar lo, matlab kya saas bahu serial wali feeling a jaati hai apki tuchi news dekh k",NAG
Kam bol bsdk kon sa kisan samarthan kar rha hai ek baar kisano ke bich jake dikha or thoda aaram se bol gale ka nas fat jayega,OAG
Abi rak ja 10din tujh se BJP walon se bheed some legi na,NAG
Sala Patra karya kar rahe ho kunwara,CAG
Godi media Dalal aur Kitna dalali karoge aur Kitna bhi khaoge kuchh to sharm karo,CAG
Godi media ko b andolan me bej do pta lg jaye ga,CAG
Godi media murdabad bjp sarkar murdabad bjp hatao desh bachao Jai Jawan Jai kisan,CAG
Ban ke lode tu jut khaega aek bar kundli ja ke bonk fir pta chalega tere sir par 1 bal bi nani rahega modi ke kutte sale bikau midiya modi ko apni bhan ya beti ko rat bej diya kar modi ka bistra garm karne modi hor passe de dega gandu,OAG
1 baar Tikri border ya Singhu border jakr dekh tujhe khud pta lg jayega ki kissan km hue h ya Aur bhi jyada aa gye h,NAG
Sale Modi ke bhadwe jhooth bolata hai tumhara ilaaj to shivsena ne Maharashtra mein theek Kiya,OAG
Are madharchod achchi bat kar  such bolne ki takat rakh tere patarkar kutte ki tarah bhagaye gaye waha se,OAG
Tare kyo gaund fut rahi hai Tu godi media es tarah bonk raha hai ki india tare baap ne kareed rakha hai,OAG
Are besharam kavi kisanon ke bare mein bhi bula liya kar,CAG
Jutte bhut mare ge godi midia balo bande ban jo,CAG
Republic Bharat ekadam dekha hua social media Jo Bhi Tum dikhte Ho 90% chhut Hota Hai Das percent milavati Tumhare Tumhare Logon per Koi Vishwas nahin karta ek number ka fake channel Koi Kisan vah bhi Bil ke samarthan Mein Nahin Hai aap Gumrah karne ke liye Sab kar rahe ho Tumhare report RO ko jhatke dekar ke Bhaga Diya jata hai,OAG
Tujhe to paise issi kaam k milta hai tere akka sei,CAG
Haramzadi media talve chatne wali media Putin ki media madarchodo Kabhi To sach bola karo tumhari maa ne bhi Tumhen kya Jhooth bol kar Pata kya Tumhare Baap Ka To pata hai ki Tumhara Baap kaun hai ki Uska Bhi Pata Modi bataega,OAG
Harami teri maa v tuje beta nahi manti hogi kio k u ek harami hai .modhi ki najaij oladh,OAG
Tere mooh se niklva k rhenge k bill vaapis ho gye hain,CAG
Gaadi ke peeche bhaag kr bhokne wale kutte mumbai police ka action bhoool gya kya pehle Arnab bhadwa gya tha ab uske studio ke sare reporte  pakadne wali gadi me jayenge,OAG
Hm kisan dhrme pr hi hai jaha pr toh km see km 50 kilometer tk jaam hai  aap ko juth bol kr Kiya milta hai,NAG
Bc bss bahar se news bna rha dharne me jaa bha kisan jutti fertey inke republic india ke board lgey bha no entry godimedia .kuch shant nai huya,CAG
Modi da bhenchod kutta bhut bhokda pisse ta modi da hath laga hoia ago he bhokdaah samarthan vale kutte,OAG
Dale tere repoter kisano ke vich jutte kha rahe ha sali godi media,CAG
Sale kutte Jhuthe jakar dekh CBI Ne Tere Munh per poochh Diye kutte to bahut didi ko bhi Jhooth Hai Raha Tha Jiske Sath balatkar hua tha Tera Kya Aaj 3 karaira harm ke Jaane kutta hai tu kutta hai,OAG
Sirf hamare kisan logo ko befkuf bnaya ja raha ye bill hum logo ke liye vardaan hai,NAG
Over action kiye Bina bhi reporting ker skta hi......,NAG
Shabhas lagey raho Modi ka koob naam ho raha hai tumey sunta kon hai chutiyo,CAG
Abe Delhi Ek Sawal kisanon se poochh le Teri aukat Nahin,CAG
Kisan ekta jindabaad .. desh ko gulam bnane ki sochne wale ambani adani modi lahnat hai tum pe,CAG
Bohat beshram chennal hai ye pura desh bant dya inohne dharam k nam pe thu hai esi patrkarita pe.,CAG
R b chanl vala tum jab bolta ho asa lata a ki koyi kutta bhok raha ha,CAG
Suicide kiya hoga isne,NAG
Abe kitna fake News dalega,NAG
"Abe zee news to chamacho ka bap nikla, jiska birodh godi media bolte the chamche, isne to BJP k khilaf bol raha h....",CAG
Isi liye toh modi ji nhi lagwa rhe hai,NAG
Bc chutiya kaat rha h godi,OAG
...cm..ko first me lagvana tha...,NAG
"Vaccine ke andar bhi virus rahta hai,",NAG
Jab log heart attack se mar rhe the tab un sbki maut ko corona k khate me dal diya tha. Aur ab jab maut corona k injection se hui to usko heart attack bta diya. Doctor bda shaitan koi nhi .,CAG
Zee news keu bharam phayela rahe ho ? Shame on you,NAG
Heart attack aaya hoga,NAG
"Maut kisi bhi type ka ho jimewar corona vaccine hi hoga , kyu ki hamare desh me gadar jyada hai",CAG
Haha..tumhara sahi h.. vaccine lgne k bad death ho rhi h..but vaccine reason Nahi h..,NAG
Pehle MLA or NETAO ko lagao,CAG
Godi midiya zee news,CAG
Ye sanjiwini buti hai kya tika. Ki jo lagayega wo marega hi nhi. Ane wala time har nagrik ko injection lagega. To kya koi marega hi nhi kya. Is type ka news dene se logo me dar paida ho rhi hai. Plz ise itna n prachar prasar kre.,NAG
Ye death cases India mein hi report hony Han Kia?,NAG
pm modi ko sbse phle vaccine lagaayi jaani chahiye.then others,CAG
Garam paani piyo. AC ko ghar se nikal feko. Macchardani istemaal karo. Khana garam aur taaza sakahari lo. Sarab band karo. Crowd se bacho. No vaccine No medicine,NAG
theek usii trha jis trha crona time me maut kaesi bhi ho but yahi btaya jata tha ki maut corona se huii h...,NAG
Afva mat felavo Bhai puri khabar pade,NAG
Behan chodo zee news valo tum logo ko or ki khabar nahi milti ma ke lode sale chutiya samjhte ho sab ko madar chodo,OAG
Ye pakistan ka hath hai,CAG
3 din se lagrahi hai to 1 hi admi ki jan gai kya aisa kaise ho sakta hai,NAG
In madarchodon Ko comments me sirf galiya hi milni chahiye,OAG
Haramkhor KHI ke,OAG
Is news ko live dikhana chahiye tha,NAG
"Ye zee news to bjp ka republic TV ke baad ekmatra tota bacha hai, ye jhooth kyon bolega",CAG
Achcha Hua hin Swasthya karmiyon ko bolane ki patient se tamiz hai hi nahin Sarkari Swasthya Karmi ko station se baat karne ki tamiz bhi De Jaaye,CAG
Bacseen to sabse pahle hamare pm sahab ko lagni thi kyoki unhone kobid 19 men bahut mehnat ki kabhi thali kabhi deepak,NAG
Vaccine sirf corona warriors ko hee kyu dee ja rahi hai politicians bhi toh hai unhe kis baat ka darr agar vaccine safe hai toh.,NAG
Pappu ko laga ke testing  karo desh ka bhala hoga,CAG
Abe hurt attak me mara,NAG
koi faeda nhi kuch bol ke lgvao khusi khusi,NAG
Mene news phadi phir dekha kon sa chennl h samjh gyi z news h,NAG
Are bhai vaccine koi amrit thodi he jise lagane ke bad maroge nhi..  Marne ka karan to kuch or nam vaccination ka wah re media,NAG
Veccine ko badnam na kare media,NAG
Aur jab vaccine se kisi ki maut ho jayegi tau use heart attack bhi batayegi .,NAG
Aur ha mera bhai fouji he na me bjp se hu na congress se so don't argu with me,NAG
Le lo vaccine bad me batana Keya problem he ya nahi mene kal.le.li he,NAG
Wo Tambhaku khata tha,NAG
